,interacted_at;DATA;;;;;;VENDAS TOTAIS;Compras e offers;REWARDS
12838;30/06/2019;19:14:00;6;;;;;;
12841;30/06/2019;19:23:00;6;;;;;;
12843;30/06/2019;19:33:00;6;;;;;;
11629;30/06/2019;19:33:00;6;;;;;;
11427;30/06/2019;19:35:00;6;;;;;;
12850;30/06/2019;20:04:00;6;;;;;;
12852;30/06/2019;20:13:00;6;;;;;;
13350;30/06/2019;20:25:00;6;;;;;;
13067;30/06/2019;20:28:00;6;;;;;;
12859;30/06/2019;20:47:00;6;;;;;;
12864;30/06/2019;21:05:00;6;;;;;;
12867;30/06/2019;21:16:00;6;;;;;;
12879;30/06/2019;21:58:00;6;;;;;;
13243;30/06/2019;22:13:00;6;;;;;;
13357;30/06/2019;22:19:00;6;;;;;;
13246;30/06/2019;22:27:00;6;;;;;;
12889;30/06/2019;22:31:00;6;;;;;;
13247;30/06/2019;22:35:00;6;;;;;;
12893;30/06/2019;22:45:00;6;;;;;;
13363;30/06/2019;22:51:00;6;;;;;;
11007;30/06/2019;22:52:00;6;;;;;;
13259;30/06/2019;23:12:00;6;;;;;;
12117;30/06/2019;23:13:00;6;;;;;;
12546;30/06/2019;23:15:00;6;;;;;;
12119;30/06/2019;23:16:00;6;;;;;;
1676;30/06/2019;23:19:00;6;;;;;;
12301;30/06/2019;23:23:00;6;;;;;;
12121;30/06/2019;23:34:00;6;;;;;;
13266;30/06/2019;23:46:00;6;;;;;;
12908;30/06/2019;23:52:00;6;;;;;;
13068;30/06/2019;23:53:00;6;;;;;;
64117;04/07/2019;00:17:00;7;;;;;;
64446;04/07/2019;00:27:00;7;;;;;;
64121;04/07/2019;00:47:00;7;;;;;;
64123;04/07/2019;00:50:00;7;;;;;;
63858;04/07/2019;01:02:00;7;;;;;;
64125;04/07/2019;01:06:00;7;;;;;;
64472;04/07/2019;02:00:00;7;;;;;;
64135;04/07/2019;14:53:00;7;;;;;;
64311;04/07/2019;14:54:00;7;;;;;;
64136;04/07/2019;14:57:00;7;;;;;;
64476;04/07/2019;15:12:00;7;;;;;;
64103;04/07/2019;15:15:00;7;;;;;;
63746;04/07/2019;15:17:00;7;;;;;;
64145;04/07/2019;15:17:00;7;;;;;;
63749;04/07/2019;15:31:00;7;;;;;;
63750;04/07/2019;15:38:00;7;;;;;;
64326;04/07/2019;15:44:00;7;;;;;;
64282;04/07/2019;16:10:00;7;;;;;;
64338;04/07/2019;16:14:00;7;;;;;;
64340;04/07/2019;16:18:00;7;;;;;;
64064;04/07/2019;16:21:00;7;;;;;;
64168;04/07/2019;16:24:00;7;;;;;;
64169;04/07/2019;16:26:00;7;;;;;;
64170;04/07/2019;16:28:00;7;;;;;;
63742;04/07/2019;16:31:00;7;;;;;;
64290;04/07/2019;16:36:00;7;;;;;;
63759;04/07/2019;16:43:00;7;;;;;;
64349;04/07/2019;16:44:00;7;;;;;;
64178;04/07/2019;16:46:00;7;;;;;;
63814;04/07/2019;16:47:00;7;;;;;;
64502;04/07/2019;16:53:00;7;;;;;;
63761;04/07/2019;16:58:00;7;;;;;;
64362;04/07/2019;17:35:00;7;;;;;;
64363;04/07/2019;17:37:00;7;;;;;;
64291;04/07/2019;17:51:00;7;;;;;;
64107;04/07/2019;17:56:00;7;;;;;;
64368;04/07/2019;18:04:00;7;;;;;;
64371;04/07/2019;18:15:00;7;;;;;;
64109;04/07/2019;18:23:00;7;;;;;;
64205;04/07/2019;18:23:00;7;;;;;;
64208;04/07/2019;18:35:00;7;;;;;;
64284;04/07/2019;18:36:00;7;;;;;;
64079;04/07/2019;18:38:00;7;;;;;;
64380;04/07/2019;18:41:00;7;;;;;;
64209;04/07/2019;18:41:00;7;;;;;;
63768;04/07/2019;18:49:00;7;;;;;;
63892;04/07/2019;18:50:00;7;;;;;;
64382;04/07/2019;19:11:00;7;;;;;;
64286;04/07/2019;20:30:00;7;;;;;;
64391;04/07/2019;20:43:00;7;;;;;;
64287;04/07/2019;20:53:00;7;;;;;;
64519;04/07/2019;21:05:00;7;;;;;;
64288;04/07/2019;21:34:00;7;;;;;;
64400;04/07/2019;21:55:00;7;;;;;;
63778;04/07/2019;22:00:00;7;;;;;;
64240;04/07/2019;22:00:00;7;;;;;;
64111;04/07/2019;22:02:00;7;;;;;;
63901;04/07/2019;22:07:00;7;;;;;;
64289;04/07/2019;22:07:00;7;;;;;;
64523;04/07/2019;22:23:00;7;;;;;;
63780;04/07/2019;22:37:00;7;;;;;;
64092;04/07/2019;22:47:00;7;;;;;;
64536;04/07/2019;22:53:00;7;;;;;;
64093;04/07/2019;22:56:00;7;;;;;;
64415;04/07/2019;22:58:00;7;;;;;;
64262;04/07/2019;23:08:00;7;;;;;;
64112;04/07/2019;23:51:00;7;;;;;;
42713;05/07/2019;00:21:00;7;;;;;;
42714;05/07/2019;00:26:00;7;;;;;;
42715;05/07/2019;00:28:00;7;;;;;;
43332;05/07/2019;00:44:00;7;;;;;;
42360;05/07/2019;01:40:00;7;;;;;;
43038;05/07/2019;14:24:00;7;;;;;;
41802;05/07/2019;14:29:00;7;;;;;;
42724;05/07/2019;14:35:00;7;;;;;;
42725;05/07/2019;14:38:00;7;;;;;;
43043;05/07/2019;14:39:00;7;;;;;;
42553;05/07/2019;14:42:00;7;;;;;;
41639;05/07/2019;14:44:00;7;;;;;;
43339;05/07/2019;14:46:00;7;;;;;;
41519;05/07/2019;14:55:00;7;;;;;;
41644;05/07/2019;14:58:00;7;;;;;;
43051;05/07/2019;15:02:00;7;;;;;;
41807;05/07/2019;15:05:00;7;;;;;;
42732;05/07/2019;15:09:00;7;;;;;;
42598;05/07/2019;15:15:00;7;;;;;;
41670;05/07/2019;15:18:00;7;;;;;;
42737;05/07/2019;15:19:00;7;;;;;;
43060;05/07/2019;15:22:00;7;;;;;;
41675;05/07/2019;15:32:00;7;;;;;;
41960;05/07/2019;15:34:00;7;;;;;;
42477;05/07/2019;15:37:00;7;;;;;;
41680;05/07/2019;15:39:00;7;;;;;;
41681;05/07/2019;15:40:00;7;;;;;;
43067;05/07/2019;15:44:00;7;;;;;;
42606;05/07/2019;15:45:00;7;;;;;;
42607;05/07/2019;15:46:00;7;;;;;;
41682;05/07/2019;15:47:00;7;;;;;;
42610;05/07/2019;15:50:00;7;;;;;;
43068;05/07/2019;15:50:00;7;;;;;;
42811;05/07/2019;16:01:00;7;;;;;;
43354;05/07/2019;16:03:00;7;;;;;;
41977;05/07/2019;16:07:00;7;;;;;;
43355;05/07/2019;16:08:00;7;;;;;;
41457;05/07/2019;16:14:00;7;;;;;;
42818;05/07/2019;16:14:00;7;;;;;;
43360;05/07/2019;16:15:00;7;;;;;;
41697;05/07/2019;16:15:00;7;;;;;;
41698;05/07/2019;16:18:00;7;;;;;;
41696;05/07/2019;16:19:00;7;;;;;;
41883;05/07/2019;16:21:00;7;;;;;;
43085;05/07/2019;16:23:00;7;;;;;;
43086;05/07/2019;16:24:00;7;;;;;;
43087;05/07/2019;16:26:00;7;;;;;;
42824;05/07/2019;16:28:00;7;;;;;;
43368;05/07/2019;16:30:00;7;;;;;;
41701;05/07/2019;16:31:00;7;;;;;;
43372;05/07/2019;16:38:00;7;;;;;;
42828;05/07/2019;16:39:00;7;;;;;;
41704;05/07/2019;16:40:00;7;;;;;;
43091;05/07/2019;16:41:00;7;;;;;;
42829;05/07/2019;16:50:00;7;;;;;;
43382;05/07/2019;16:57:00;7;;;;;;
41709;05/07/2019;17:09:00;7;;;;;;
42832;05/07/2019;17:21:00;7;;;;;;
41484;05/07/2019;17:28:00;7;;;;;;
43384;05/07/2019;17:30:00;7;;;;;;
41714;05/07/2019;17:32:00;7;;;;;;
42839;05/07/2019;18:11:00;7;;;;;;
41766;05/07/2019;18:14:00;7;;;;;;
41990;05/07/2019;18:28:00;7;;;;;;
41991;05/07/2019;18:31:00;7;;;;;;
43104;05/07/2019;19:07:00;7;;;;;;
41767;05/07/2019;19:26:00;7;;;;;;
43105;05/07/2019;20:18:00;7;;;;;;
43110;05/07/2019;21:14:00;7;;;;;;
43112;05/07/2019;21:17:00;7;;;;;;
43114;05/07/2019;21:26:00;7;;;;;;
42908;05/07/2019;21:37:00;7;;;;;;
42912;05/07/2019;22:01:00;7;;;;;;
43117;05/07/2019;22:08:00;7;;;;;;
42637;05/07/2019;22:24:00;7;;;;;;
43403;05/07/2019;22:29:00;7;;;;;;
43119;05/07/2019;22:30:00;7;;;;;;
41781;05/07/2019;22:36:00;7;;;;;;
43122;05/07/2019;22:39:00;7;;;;;;
41408;05/07/2019;23:08:00;7;;;;;;
41521;05/07/2019;23:09:00;7;;;;;;
41401;05/07/2019;23:12:00;7;;;;;;
41787;05/07/2019;23:12:00;7;;;;;;
41788;05/07/2019;23:15:00;7;;;;;;
41790;05/07/2019;23:20:00;7;;;;;;
41928;05/07/2019;23:23:00;7;;;;;;
41791;05/07/2019;23:25:00;7;;;;;;
43129;05/07/2019;23:25:00;7;;;;;;
42930;05/07/2019;23:28:00;7;;;;;;
43133;05/07/2019;23:40:00;7;;;;;;
42013;06/07/2019;00:05:00;7;;;;;;
43563;06/07/2019;00:23:00;7;;;;;;
43196;06/07/2019;00:28:00;7;;;;;;
43420;06/07/2019;00:38:00;7;;;;;;
42188;06/07/2019;00:46:00;7;;;;;;
42014;06/07/2019;00:47:00;7;;;;;;
43425;06/07/2019;14:01:00;7;;;;;;
43426;06/07/2019;14:02:00;7;;;;;;
43566;06/07/2019;14:28:00;7;;;;;;
43567;06/07/2019;14:35:00;7;;;;;;
43436;06/07/2019;14:45:00;7;;;;;;
43437;06/07/2019;14:46:00;7;;;;;;
42199;06/07/2019;14:50:00;7;;;;;;
43198;06/07/2019;14:50:00;7;;;;;;
43571;06/07/2019;14:51:00;7;;;;;;
43200;06/07/2019;14:59:00;7;;;;;;
42025;06/07/2019;15:00:00;7;;;;;;
43695;06/07/2019;15:05:00;7;;;;;;
43577;06/07/2019;15:10:00;7;;;;;;
43445;06/07/2019;15:12:00;7;;;;;;
43579;06/07/2019;15:15:00;7;;;;;;
42213;06/07/2019;15:19:00;7;;;;;;
42029;06/07/2019;15:23:00;7;;;;;;
43583;06/07/2019;15:25:00;7;;;;;;
43699;06/07/2019;15:25:00;7;;;;;;
41727;06/07/2019;15:29:00;7;;;;;;
42032;06/07/2019;15:29:00;7;;;;;;
42033;06/07/2019;15:32:00;7;;;;;;
43209;06/07/2019;15:33:00;7;;;;;;
42219;06/07/2019;15:33:00;7;;;;;;
43211;06/07/2019;15:35:00;7;;;;;;
42220;06/07/2019;15:35:00;7;;;;;;
42221;06/07/2019;15:38:00;7;;;;;;
43590;06/07/2019;15:40:00;7;;;;;;
42674;06/07/2019;15:41:00;7;;;;;;
42522;06/07/2019;15:41:00;7;;;;;;
41732;06/07/2019;15:41:00;7;;;;;;
43454;06/07/2019;15:42:00;7;;;;;;
43707;06/07/2019;15:43:00;7;;;;;;
43589;06/07/2019;15:44:00;7;;;;;;
43216;06/07/2019;15:47:00;7;;;;;;
43591;06/07/2019;15:48:00;7;;;;;;
43217;06/07/2019;15:48:00;7;;;;;;
43709;06/07/2019;15:49:00;7;;;;;;
42230;06/07/2019;15:52:00;7;;;;;;
43596;06/07/2019;15:53:00;7;;;;;;
42231;06/07/2019;15:53:00;7;;;;;;
43711;06/07/2019;15:55:00;7;;;;;;
43597;06/07/2019;15:55:00;7;;;;;;
42233;06/07/2019;15:57:00;7;;;;;;
42042;06/07/2019;16:00:00;7;;;;;;
43604;06/07/2019;16:07:00;7;;;;;;
43605;06/07/2019;16:08:00;7;;;;;;
43268;06/07/2019;16:10:00;7;;;;;;
42046;06/07/2019;16:10:00;7;;;;;;
43602;06/07/2019;16:11:00;7;;;;;;
41755;06/07/2019;16:21:00;7;;;;;;
42163;06/07/2019;16:23:00;7;;;;;;
43468;06/07/2019;16:23:00;7;;;;;;
43611;06/07/2019;16:28:00;7;;;;;;
41760;06/07/2019;16:28:00;7;;;;;;
43724;06/07/2019;16:29:00;7;;;;;;
43614;06/07/2019;16:31:00;7;;;;;;
43730;06/07/2019;16:41:00;7;;;;;;
43619;06/07/2019;16:42:00;7;;;;;;
43731;06/07/2019;16:43:00;7;;;;;;
42057;06/07/2019;16:46:00;7;;;;;;
42056;06/07/2019;16:46:00;7;;;;;;
42061;06/07/2019;16:55:00;7;;;;;;
42293;06/07/2019;16:55:00;7;;;;;;
42294;06/07/2019;16:56:00;7;;;;;;
42060;06/07/2019;16:56:00;7;;;;;;
43482;06/07/2019;17:02:00;7;;;;;;
43717;06/07/2019;17:09:00;7;;;;;;
42692;06/07/2019;17:15:00;7;;;;;;
42065;06/07/2019;17:15:00;7;;;;;;
42066;06/07/2019;17:18:00;7;;;;;;
42301;06/07/2019;17:33:00;7;;;;;;
41653;06/07/2019;17:34:00;7;;;;;;
41825;06/07/2019;17:36:00;7;;;;;;
43490;06/07/2019;17:40:00;7;;;;;;
43493;06/07/2019;17:50:00;7;;;;;;
43743;06/07/2019;17:54:00;7;;;;;;
43634;06/07/2019;18:14:00;7;;;;;;
43496;06/07/2019;18:20:00;7;;;;;;
43636;06/07/2019;18:26:00;7;;;;;;
42076;06/07/2019;18:36:00;7;;;;;;
42077;06/07/2019;18:37:00;7;;;;;;
42078;06/07/2019;18:38:00;7;;;;;;
43744;06/07/2019;18:57:00;7;;;;;;
43505;06/07/2019;19:40:00;7;;;;;;
43638;06/07/2019;19:43:00;7;;;;;;
43645;06/07/2019;21:11:00;7;;;;;;
43644;06/07/2019;21:18:00;7;;;;;;
43278;06/07/2019;21:27:00;7;;;;;;
43651;06/07/2019;22:10:00;7;;;;;;
43652;06/07/2019;22:18:00;7;;;;;;
43653;06/07/2019;22:24:00;7;;;;;;
43527;06/07/2019;22:28:00;7;;;;;;
42702;06/07/2019;22:28:00;7;;;;;;
43760;06/07/2019;22:48:00;7;;;;;;
43534;06/07/2019;23:00:00;7;;;;;;
42752;06/07/2019;23:08:00;7;;;;;;
43659;06/07/2019;23:12:00;7;;;;;;
42751;06/07/2019;23:13:00;7;;;;;;
42709;06/07/2019;23:13:00;7;;;;;;
42113;06/07/2019;23:25:00;7;;;;;;
42544;06/07/2019;23:30:00;7;;;;;;
42545;06/07/2019;23:37:00;7;;;;;;
43545;06/07/2019;23:39:00;7;;;;;;
43665;06/07/2019;23:39:00;7;;;;;;
43547;06/07/2019;23:56:00;7;;;;;;
76319;07/07/2019;00:02:00;7;;;;;;
76391;07/07/2019;00:06:00;7;;;;;;
76507;07/07/2019;00:17:00;7;;;;;;
76395;07/07/2019;00:28:00;7;;;;;;
76396;07/07/2019;00:29:00;7;;;;;;
76510;07/07/2019;00:59:00;7;;;;;;
76513;07/07/2019;01:03:00;7;;;;;;
76168;07/07/2019;01:04:00;7;;;;;;
76402;07/07/2019;01:06:00;7;;;;;;
76304;07/07/2019;01:25:00;7;;;;;;
76338;07/07/2019;01:26:00;7;;;;;;
76287;07/07/2019;14:42:00;7;;;;;;
76405;07/07/2019;14:46:00;7;;;;;;
76272;07/07/2019;14:49:00;7;;;;;;
76410;07/07/2019;15:12:00;7;;;;;;
76411;07/07/2019;15:12:00;7;;;;;;
76414;07/07/2019;15:20:00;7;;;;;;
76191;07/07/2019;15:27:00;7;;;;;;
76416;07/07/2019;15:28:00;7;;;;;;
76417;07/07/2019;15:29:00;7;;;;;;
77037;07/07/2019;15:34:00;7;;;;;;
75831;07/07/2019;15:40:00;7;;;;;;
76419;07/07/2019;15:41:00;7;;;;;;
75832;07/07/2019;15:41:00;7;;;;;;
76524;07/07/2019;15:42:00;7;;;;;;
76197;07/07/2019;15:51:00;7;;;;;;
76009;07/07/2019;15:56:00;7;;;;;;
75836;07/07/2019;15:59:00;7;;;;;;
75837;07/07/2019;15:59:00;7;;;;;;
77050;07/07/2019;16:08:00;7;;;;;;
77052;07/07/2019;16:10:00;7;;;;;;
75955;07/07/2019;16:12:00;7;;;;;;
76528;07/07/2019;16:15:00;7;;;;;;
75841;07/07/2019;16:17:00;7;;;;;;
76429;07/07/2019;16:17:00;7;;;;;;
75844;07/07/2019;16:21:00;7;;;;;;
77057;07/07/2019;16:23:00;7;;;;;;
75845;07/07/2019;16:24:00;7;;;;;;
75846;07/07/2019;16:26:00;7;;;;;;
75847;07/07/2019;16:28:00;7;;;;;;
76531;07/07/2019;16:33:00;7;;;;;;
75849;07/07/2019;16:36:00;7;;;;;;
75960;07/07/2019;16:39:00;7;;;;;;
77061;07/07/2019;16:39:00;7;;;;;;
75937;07/07/2019;16:41:00;7;;;;;;
77062;07/07/2019;16:42:00;7;;;;;;
75852;07/07/2019;16:44:00;7;;;;;;
76444;07/07/2019;16:47:00;7;;;;;;
75854;07/07/2019;16:47:00;7;;;;;;
75853;07/07/2019;16:47:00;7;;;;;;
76534;07/07/2019;16:54:00;7;;;;;;
76052;07/07/2019;16:59:00;7;;;;;;
76454;07/07/2019;17:07:00;7;;;;;;
76455;07/07/2019;17:08:00;7;;;;;;
76535;07/07/2019;17:24:00;7;;;;;;
76464;07/07/2019;17:31:00;7;;;;;;
76537;07/07/2019;17:32:00;7;;;;;;
76131;07/07/2019;17:36:00;7;;;;;;
75971;07/07/2019;17:41:00;7;;;;;;
76273;07/07/2019;17:42:00;7;;;;;;
77075;07/07/2019;17:46:00;7;;;;;;
76467;07/07/2019;17:53:00;7;;;;;;
76345;07/07/2019;18:03:00;7;;;;;;
76065;07/07/2019;18:06:00;7;;;;;;
76236;07/07/2019;18:11:00;7;;;;;;
76237;07/07/2019;18:11:00;7;;;;;;
75800;07/07/2019;18:12:00;7;;;;;;
76352;07/07/2019;18:16:00;7;;;;;;
76239;07/07/2019;18:22:00;7;;;;;;
76070;07/07/2019;18:27:00;7;;;;;;
76357;07/07/2019;18:30:00;7;;;;;;
76073;07/07/2019;18:43:00;7;;;;;;
76359;07/07/2019;18:47:00;7;;;;;;
76540;07/07/2019;18:47:00;7;;;;;;
76141;07/07/2019;18:48:00;7;;;;;;
76541;07/07/2019;19:15:00;7;;;;;;
76144;07/07/2019;19:22:00;7;;;;;;
76145;07/07/2019;19:23:00;7;;;;;;
76477;07/07/2019;19:38:00;7;;;;;;
76078;07/07/2019;19:39:00;7;;;;;;
76366;07/07/2019;19:56:00;7;;;;;;
76479;07/07/2019;19:58:00;7;;;;;;
76081;07/07/2019;20:13:00;7;;;;;;
76482;07/07/2019;20:21:00;7;;;;;;
76258;07/07/2019;20:33:00;7;;;;;;
76257;07/07/2019;20:33:00;7;;;;;;
76150;07/07/2019;21:12:00;7;;;;;;
76375;07/07/2019;21:25:00;7;;;;;;
76380;07/07/2019;22:07:00;7;;;;;;
76381;07/07/2019;22:11:00;7;;;;;;
76545;07/07/2019;22:23:00;7;;;;;;
76384;07/07/2019;22:32:00;7;;;;;;
76266;07/07/2019;22:40:00;7;;;;;;
76550;07/07/2019;22:56:00;7;;;;;;
76309;07/07/2019;23:02:00;7;;;;;;
76388;07/07/2019;23:02:00;7;;;;;;
76310;07/07/2019;23:03:00;7;;;;;;
76496;07/07/2019;23:16:00;7;;;;;;
76552;07/07/2019;23:20:00;7;;;;;;
76553;07/07/2019;23:22:00;7;;;;;;
76311;07/07/2019;23:23:00;7;;;;;;
76274;07/07/2019;23:26:00;7;;;;;;
76300;07/07/2019;23:28:00;7;;;;;;
76312;07/07/2019;23:36:00;7;;;;;;
76556;07/07/2019;23:36:00;7;;;;;;
106413;08/07/2019;00:00:00;7;;;;;;
106238;08/07/2019;00:00:00;7;;;;;;
106251;08/07/2019;00:11:00;7;;;;;;
106074;08/07/2019;00:35:00;7;;;;;;
106129;08/07/2019;00:42:00;7;;;;;;
106071;08/07/2019;00:49:00;7;;;;;;
105978;08/07/2019;01:05:00;7;;;;;;
106258;08/07/2019;01:14:00;7;;;;;;
106423;08/07/2019;14:21:00;7;;;;;;
106425;08/07/2019;14:32:00;7;;;;;;
106427;08/07/2019;14:35:00;7;;;;;;
106428;08/07/2019;14:37:00;7;;;;;;
105847;08/07/2019;14:50:00;7;;;;;;
106022;08/07/2019;14:52:00;7;;;;;;
106133;08/07/2019;14:53:00;7;;;;;;
105917;08/07/2019;15:00:00;7;;;;;;
106434;08/07/2019;15:01:00;7;;;;;;
106436;08/07/2019;15:03:00;7;;;;;;
106435;08/07/2019;15:04:00;7;;;;;;
106135;08/07/2019;15:04:00;7;;;;;;
105974;08/07/2019;15:05:00;7;;;;;;
106437;08/07/2019;15:05:00;7;;;;;;
106112;08/07/2019;15:07:00;7;;;;;;
105985;08/07/2019;15:08:00;7;;;;;;
106078;08/07/2019;15:09:00;7;;;;;;
106080;08/07/2019;15:13:00;7;;;;;;
106263;08/07/2019;15:14:00;7;;;;;;
105795;08/07/2019;15:15:00;7;;;;;;
105854;08/07/2019;15:20:00;7;;;;;;
105856;08/07/2019;15:21:00;7;;;;;;
105857;08/07/2019;15:22:00;7;;;;;;
105797;08/07/2019;15:23:00;7;;;;;;
106083;08/07/2019;15:24:00;7;;;;;;
106084;08/07/2019;15:28:00;7;;;;;;
106265;08/07/2019;15:29:00;7;;;;;;
106447;08/07/2019;15:31:00;7;;;;;;
106087;08/07/2019;15:34:00;7;;;;;;
106449;08/07/2019;15:36:00;7;;;;;;
106450;08/07/2019;15:36:00;7;;;;;;
106072;08/07/2019;15:37:00;7;;;;;;
106088;08/07/2019;15:39:00;7;;;;;;
106269;08/07/2019;15:41:00;7;;;;;;
105803;08/07/2019;15:43:00;7;;;;;;
106090;08/07/2019;15:44:00;7;;;;;;
105945;08/07/2019;15:51:00;7;;;;;;
106272;08/07/2019;15:51:00;7;;;;;;
106152;08/07/2019;15:55:00;7;;;;;;
105865;08/07/2019;15:57:00;7;;;;;;
106154;08/07/2019;16:00:00;7;;;;;;
106156;08/07/2019;16:02:00;7;;;;;;
106464;08/07/2019;16:03:00;7;;;;;;
106157;08/07/2019;16:05:00;7;;;;;;
106354;08/07/2019;16:06:00;7;;;;;;
105806;08/07/2019;16:07:00;7;;;;;;
106098;08/07/2019;16:08:00;7;;;;;;
106073;08/07/2019;16:08:00;7;;;;;;
105952;08/07/2019;16:12:00;7;;;;;;
106262;08/07/2019;16:13:00;7;;;;;;
106161;08/07/2019;16:14:00;7;;;;;;
105809;08/07/2019;16:19:00;7;;;;;;
106264;08/07/2019;16:22:00;7;;;;;;
106471;08/07/2019;16:30:00;7;;;;;;
106166;08/07/2019;16:33:00;7;;;;;;
106268;08/07/2019;16:36:00;7;;;;;;
106172;08/07/2019;16:49:00;7;;;;;;
106273;08/07/2019;16:53:00;7;;;;;;
106275;08/07/2019;16:54:00;7;;;;;;
106175;08/07/2019;16:59:00;7;;;;;;
106476;08/07/2019;17:16:00;7;;;;;;
105885;08/07/2019;17:21:00;7;;;;;;
105886;08/07/2019;17:22:00;7;;;;;;
106477;08/07/2019;17:24:00;7;;;;;;
106381;08/07/2019;17:47:00;7;;;;;;
106382;08/07/2019;17:48:00;7;;;;;;
105818;08/07/2019;18:02:00;7;;;;;;
106100;08/07/2019;18:10:00;7;;;;;;
106116;08/07/2019;18:21:00;7;;;;;;
105965;08/07/2019;18:44:00;7;;;;;;
106185;08/07/2019;18:56:00;7;;;;;;
106117;08/07/2019;18:58:00;7;;;;;;
106186;08/07/2019;19:07:00;7;;;;;;
106118;08/07/2019;19:07:00;7;;;;;;
106392;08/07/2019;19:41:00;7;;;;;;
105821;08/07/2019;19:43:00;7;;;;;;
105822;08/07/2019;19:49:00;7;;;;;;
106193;08/07/2019;20:18:00;7;;;;;;
106120;08/07/2019;20:20:00;7;;;;;;
106483;08/07/2019;20:20:00;7;;;;;;
106486;08/07/2019;20:39:00;7;;;;;;
106197;08/07/2019;20:50:00;7;;;;;;
106488;08/07/2019;21:08:00;7;;;;;;
106201;08/07/2019;21:36:00;7;;;;;;
106491;08/07/2019;21:49:00;7;;;;;;
106398;08/07/2019;21:53:00;7;;;;;;
106399;08/07/2019;21:55:00;7;;;;;;
106303;08/07/2019;22:04:00;7;;;;;;
106213;08/07/2019;22:43:00;7;;;;;;
106104;08/07/2019;22:47:00;7;;;;;;
105830;08/07/2019;22:47:00;7;;;;;;
106123;08/07/2019;22:49:00;7;;;;;;
106494;08/07/2019;22:50:00;7;;;;;;
106307;08/07/2019;22:56:00;7;;;;;;
105831;08/07/2019;23:17:00;7;;;;;;
105832;08/07/2019;23:26:00;7;;;;;;
106989;08/07/2019;23:30:00;7;;;;;;
106990;08/07/2019;23:32:00;7;;;;;;
106010;08/07/2019;23:42:00;7;;;;;;
106308;08/07/2019;23:59:00;7;;;;;;
131055;09/07/2019;00:00:00;7;;;;;;
131384;09/07/2019;00:08:00;7;;;;;;
131586;09/07/2019;00:14:00;7;;;;;;
131749;09/07/2019;00:20:00;7;;;;;;
131302;09/07/2019;00:25:00;7;;;;;;
131307;09/07/2019;00:56:00;7;;;;;;
131752;09/07/2019;00:59:00;7;;;;;;
131585;09/07/2019;01:03:00;7;;;;;;
131397;09/07/2019;01:06:00;7;;;;;;
131399;09/07/2019;14:12:00;7;;;;;;
131756;09/07/2019;14:31:00;7;;;;;;
131729;09/07/2019;14:47:00;7;;;;;;
131362;09/07/2019;14:52:00;7;;;;;;
131403;09/07/2019;14:56:00;7;;;;;;
131363;09/07/2019;15:01:00;7;;;;;;
131598;09/07/2019;15:04:00;7;;;;;;
131405;09/07/2019;15:06:00;7;;;;;;
131764;09/07/2019;15:13:00;7;;;;;;
131409;09/07/2019;15:14:00;7;;;;;;
131364;09/07/2019;15:16:00;7;;;;;;
131411;09/07/2019;15:18:00;7;;;;;;
131413;09/07/2019;15:22:00;7;;;;;;
131312;09/07/2019;15:28:00;7;;;;;;
131365;09/07/2019;15:29:00;7;;;;;;
131366;09/07/2019;15:30:00;7;;;;;;
131770;09/07/2019;15:32:00;7;;;;;;
131091;09/07/2019;15:37:00;7;;;;;;
131316;09/07/2019;15:42:00;7;;;;;;
131774;09/07/2019;15:42:00;7;;;;;;
131423;09/07/2019;15:46:00;7;;;;;;
131426;09/07/2019;15:50:00;7;;;;;;
131603;09/07/2019;16:00:00;7;;;;;;
131785;09/07/2019;16:04:00;7;;;;;;
131230;09/07/2019;16:09:00;7;;;;;;
131606;09/07/2019;16:11:00;7;;;;;;
130985;09/07/2019;16:16:00;7;;;;;;
131322;09/07/2019;16:21:00;7;;;;;;
131108;09/07/2019;16:22:00;7;;;;;;
130915;09/07/2019;16:29:00;7;;;;;;
130925;09/07/2019;16:30:00;7;;;;;;
131324;09/07/2019;16:31:00;7;;;;;;
131325;09/07/2019;16:32:00;7;;;;;;
131326;09/07/2019;16:33:00;7;;;;;;
131797;09/07/2019;16:39:00;7;;;;;;
131611;09/07/2019;16:42:00;7;;;;;;
131613;09/07/2019;16:48:00;7;;;;;;
131245;09/07/2019;16:50:00;7;;;;;;
131001;09/07/2019;16:53:00;7;;;;;;
131615;09/07/2019;16:56:00;7;;;;;;
131367;09/07/2019;17:01:00;7;;;;;;
131431;09/07/2019;17:02:00;7;;;;;;
131805;09/07/2019;17:03:00;7;;;;;;
131806;09/07/2019;17:09:00;7;;;;;;
131006;09/07/2019;17:13:00;7;;;;;;
131809;09/07/2019;17:15:00;7;;;;;;
130932;09/07/2019;17:17:00;7;;;;;;
131438;09/07/2019;17:17:00;7;;;;;;
131370;09/07/2019;17:18:00;7;;;;;;
130933;09/07/2019;17:21:00;7;;;;;;
130916;09/07/2019;17:22:00;7;;;;;;
131009;09/07/2019;17:24:00;7;;;;;;
130917;09/07/2019;17:26:00;7;;;;;;
131444;09/07/2019;17:30:00;7;;;;;;
130934;09/07/2019;17:31:00;7;;;;;;
131736;09/07/2019;17:37:00;7;;;;;;
131816;09/07/2019;17:38:00;7;;;;;;
131334;09/07/2019;17:42:00;7;;;;;;
131612;09/07/2019;17:47:00;7;;;;;;
