,interacted_at;DATA;;;;;;VENDAS TOTAIS;Compras e offers;REWARDS
27887;20/05/2019;15:54:00;5;;;;;;
27893;20/05/2019;16:11:00;5;;;;;;
27802;20/05/2019;16:25:00;5;;;;;;
28271;20/05/2019;16:26:00;5;;;;;;
27898;20/05/2019;16:31:00;5;;;;;;
28072;20/05/2019;16:50:00;5;;;;;;
28739;20/05/2019;16:57:00;5;;;;;;
27901;20/05/2019;16:57:00;5;;;;;;
28652;20/05/2019;16:58:00;5;;;;;;
28032;20/05/2019;17:09:00;5;;;;;;
28033;20/05/2019;17:09:00;5;;;;;;
28730;20/05/2019;17:21:00;5;;;;;;
28076;20/05/2019;17:50:00;5;;;;;;
27907;20/05/2019;17:53:00;5;;;;;;
27819;20/05/2019;17:55:00;5;;;;;;
28117;20/05/2019;18:05:00;5;;;;;;
28662;20/05/2019;18:13:00;5;;;;;;
28524;20/05/2019;19:28:00;5;;;;;;
27917;20/05/2019;19:30:00;5;;;;;;
27916;20/05/2019;19:30:00;5;;;;;;
28664;20/05/2019;19:32:00;5;;;;;;
28535;20/05/2019;20:21:00;5;;;;;;
28539;20/05/2019;20:38:00;5;;;;;;
28540;20/05/2019;20:39:00;5;;;;;;
28670;20/05/2019;20:40:00;5;;;;;;
28545;20/05/2019;20:49:00;5;;;;;;
27923;20/05/2019;21:09:00;5;;;;;;
27924;20/05/2019;21:10:00;5;;;;;;
28672;20/05/2019;21:17:00;5;;;;;;
28675;20/05/2019;21:45:00;5;;;;;;
27836;20/05/2019;22:01:00;5;;;;;;
27928;20/05/2019;22:11:00;5;;;;;;
27929;20/05/2019;22:11:00;5;;;;;;
28553;20/05/2019;22:26:00;5;;;;;;
28554;20/05/2019;22:29:00;5;;;;;;
28557;20/05/2019;22:40:00;5;;;;;;
27933;20/05/2019;23:10:00;5;;;;;;
28081;20/05/2019;23:37:00;5;;;;;;
28683;20/05/2019;23:47:00;5;;;;;;
60676;21/05/2019;00:10:00;5;;;;;;
60802;21/05/2019;00:33:00;5;;;;;;
59886;21/05/2019;13:58:00;5;;;;;;
59885;21/05/2019;14:03:00;5;;;;;;
59887;21/05/2019;14:16:00;5;;;;;;
60296;21/05/2019;14:21:00;5;;;;;;
60559;21/05/2019;14:22:00;5;;;;;;
60679;21/05/2019;14:22:00;5;;;;;;
59757;21/05/2019;14:27:00;5;;;;;;
60256;21/05/2019;14:28:00;5;;;;;;
59830;21/05/2019;14:33:00;5;;;;;;
59758;21/05/2019;14:37:00;5;;;;;;
59829;21/05/2019;14:37:00;5;;;;;;
60681;21/05/2019;14:41:00;5;;;;;;
60418;21/05/2019;14:43:00;5;;;;;;
60419;21/05/2019;14:45:00;5;;;;;;
60561;21/05/2019;14:47:00;5;;;;;;
60412;21/05/2019;14:47:00;5;;;;;;
59762;21/05/2019;14:50:00;5;;;;;;
59763;21/05/2019;14:54:00;5;;;;;;
59764;21/05/2019;14:56:00;5;;;;;;
60685;21/05/2019;15:02:00;5;;;;;;
60684;21/05/2019;15:06:00;5;;;;;;
60421;21/05/2019;15:07:00;5;;;;;;
60687;21/05/2019;15:12:00;5;;;;;;
60540;21/05/2019;15:19:00;5;;;;;;
60426;21/05/2019;15:22:00;5;;;;;;
60427;21/05/2019;15:23:00;5;;;;;;
60567;21/05/2019;15:23:00;5;;;;;;
59769;21/05/2019;15:23:00;5;;;;;;
60429;21/05/2019;15:27:00;5;;;;;;
60430;21/05/2019;15:30:00;5;;;;;;
60541;21/05/2019;15:31:00;5;;;;;;
60432;21/05/2019;15:33:00;5;;;;;;
60433;21/05/2019;15:39:00;5;;;;;;
59538;21/05/2019;15:40:00;5;;;;;;
60435;21/05/2019;15:42:00;5;;;;;;
60725;21/05/2019;15:44:00;5;;;;;;
59776;21/05/2019;15:45:00;5;;;;;;
60813;21/05/2019;15:47:00;5;;;;;;
60436;21/05/2019;15:48:00;5;;;;;;
60724;21/05/2019;15:49:00;5;;;;;;
60481;21/05/2019;15:50:00;5;;;;;;
60728;21/05/2019;15:51:00;5;;;;;;
59849;21/05/2019;15:51:00;5;;;;;;
59779;21/05/2019;15:51:00;5;;;;;;
60814;21/05/2019;15:52:00;5;;;;;;
60573;21/05/2019;15:55:00;5;;;;;;
59782;21/05/2019;15:56:00;5;;;;;;
60574;21/05/2019;15:57:00;5;;;;;;
59783;21/05/2019;15:58:00;5;;;;;;
59850;21/05/2019;16:01:00;5;;;;;;
59784;21/05/2019;16:02:00;5;;;;;;
60818;21/05/2019;16:04:00;5;;;;;;
60542;21/05/2019;16:09:00;5;;;;;;
60732;21/05/2019;16:10:00;5;;;;;;
59787;21/05/2019;16:11:00;5;;;;;;
60413;21/05/2019;16:12:00;5;;;;;;
60822;21/05/2019;16:14:00;5;;;;;;
60439;21/05/2019;16:16:00;5;;;;;;
59788;21/05/2019;16:17:00;5;;;;;;
59792;21/05/2019;16:29:00;5;;;;;;
59793;21/05/2019;16:31:00;5;;;;;;
60829;21/05/2019;16:34:00;5;;;;;;
60735;21/05/2019;16:35:00;5;;;;;;
59572;21/05/2019;16:41:00;5;;;;;;
60831;21/05/2019;16:44:00;5;;;;;;
60736;21/05/2019;16:46:00;5;;;;;;
60737;21/05/2019;16:47:00;5;;;;;;
60587;21/05/2019;16:54:00;5;;;;;;
59927;21/05/2019;16:55:00;5;;;;;;
60271;21/05/2019;16:55:00;5;;;;;;
59928;21/05/2019;16:56:00;5;;;;;;
59929;21/05/2019;16:56:00;5;;;;;;
60247;21/05/2019;16:56:00;5;;;;;;
59930;21/05/2019;16:58:00;5;;;;;;
60826;21/05/2019;17:25:00;5;;;;;;
59799;21/05/2019;17:31:00;5;;;;;;
60830;21/05/2019;17:42:00;5;;;;;;
59586;21/05/2019;18:08:00;5;;;;;;
59937;21/05/2019;18:21:00;5;;;;;;
60750;21/05/2019;18:23:00;5;;;;;;
60749;21/05/2019;18:23:00;5;;;;;;
60598;21/05/2019;18:44:00;5;;;;;;
60599;21/05/2019;18:58:00;5;;;;;;
60755;21/05/2019;19:09:00;5;;;;;;
60754;21/05/2019;19:10:00;5;;;;;;
60600;21/05/2019;19:32:00;5;;;;;;
59807;21/05/2019;20:21:00;5;;;;;;
59809;21/05/2019;20:27:00;5;;;;;;
59808;21/05/2019;20:27:00;5;;;;;;
59591;21/05/2019;20:44:00;5;;;;;;
60447;21/05/2019;20:48:00;5;;;;;;
60763;21/05/2019;21:19:00;5;;;;;;
60764;21/05/2019;21:25:00;5;;;;;;
60844;21/05/2019;21:38:00;5;;;;;;
59812;21/05/2019;21:40:00;5;;;;;;
59813;21/05/2019;21:47:00;5;;;;;;
60773;21/05/2019;22:12:00;5;;;;;;
59871;21/05/2019;22:58:00;5;;;;;;
60785;21/05/2019;23:03:00;5;;;;;;
59824;21/05/2019;23:05:00;5;;;;;;
60635;21/05/2019;23:20:00;5;;;;;;
60637;21/05/2019;23:22:00;5;;;;;;
60790;21/05/2019;23:38:00;5;;;;;;
60640;21/05/2019;23:38:00;5;;;;;;
60550;21/05/2019;23:49:00;5;;;;;;
60351;21/05/2019;23:52:00;5;;;;;;
60552;21/05/2019;23:55:00;5;;;;;;
60352;21/05/2019;23:57:00;5;;;;;;
24128;22/05/2019;00:18:00;5;;;;;;
24961;22/05/2019;15:05:00;5;;;;;;
24144;22/05/2019;15:10:00;5;;;;;;
24962;22/05/2019;15:10:00;5;;;;;;
24791;22/05/2019;15:10:00;5;;;;;;
24898;22/05/2019;15:14:00;5;;;;;;
24766;22/05/2019;15:14:00;5;;;;;;
24236;22/05/2019;15:19:00;5;;;;;;
24732;22/05/2019;15:26:00;5;;;;;;
23964;22/05/2019;15:28:00;5;;;;;;
24965;22/05/2019;15:29:00;5;;;;;;
24241;22/05/2019;15:30:00;5;;;;;;
24153;22/05/2019;15:41:00;5;;;;;;
24967;22/05/2019;15:41:00;5;;;;;;
24736;22/05/2019;15:46:00;5;;;;;;
24907;22/05/2019;15:47:00;5;;;;;;
24908;22/05/2019;15:53:00;5;;;;;;
24158;22/05/2019;15:53:00;5;;;;;;
24973;22/05/2019;15:57:00;5;;;;;;
24743;22/05/2019;15:59:00;5;;;;;;
24262;22/05/2019;16:10:00;5;;;;;;
24169;22/05/2019;16:15:00;5;;;;;;
24431;22/05/2019;16:16:00;5;;;;;;
24170;22/05/2019;16:16:00;5;;;;;;
24653;22/05/2019;16:17:00;5;;;;;;
24747;22/05/2019;16:21:00;5;;;;;;
24749;22/05/2019;16:26:00;5;;;;;;
24174;22/05/2019;16:26:00;5;;;;;;
24720;22/05/2019;16:32:00;5;;;;;;
24722;22/05/2019;16:41:00;5;;;;;;
24818;22/05/2019;16:43:00;5;;;;;;
24179;22/05/2019;16:49:00;5;;;;;;
24819;22/05/2019;16:54:00;5;;;;;;
24180;22/05/2019;16:56:00;5;;;;;;
24038;22/05/2019;17:28:00;5;;;;;;
24754;22/05/2019;17:29:00;5;;;;;;
24983;22/05/2019;17:33:00;5;;;;;;
24444;22/05/2019;17:42:00;5;;;;;;
24986;22/05/2019;18:20:00;5;;;;;;
24993;22/05/2019;19:20:00;5;;;;;;
24278;22/05/2019;19:24:00;5;;;;;;
24279;22/05/2019;19:26:00;5;;;;;;
24831;22/05/2019;19:34:00;5;;;;;;
24832;22/05/2019;20:01:00;5;;;;;;
24833;22/05/2019;20:06:00;5;;;;;;
24202;22/05/2019;21:01:00;5;;;;;;
24837;22/05/2019;21:04:00;5;;;;;;
24769;22/05/2019;21:10:00;5;;;;;;
24838;22/05/2019;21:11:00;5;;;;;;
24204;22/05/2019;21:12:00;5;;;;;;
24840;22/05/2019;21:18:00;5;;;;;;
24995;22/05/2019;21:19:00;5;;;;;;
24285;22/05/2019;21:38:00;5;;;;;;
24209;22/05/2019;22:09:00;5;;;;;;
25004;22/05/2019;22:18:00;5;;;;;;
24937;22/05/2019;22:27:00;5;;;;;;
24081;22/05/2019;22:31:00;5;;;;;;
24852;22/05/2019;22:34:00;5;;;;;;
24854;22/05/2019;22:40:00;5;;;;;;
24286;22/05/2019;22:45:00;5;;;;;;
24857;22/05/2019;22:46:00;5;;;;;;
24939;22/05/2019;22:57:00;5;;;;;;
24216;22/05/2019;22:59:00;5;;;;;;
24217;22/05/2019;23:03:00;5;;;;;;
24863;22/05/2019;23:16:00;5;;;;;;
25003;22/05/2019;23:17:00;5;;;;;;
24221;22/05/2019;23:21:00;5;;;;;;
24222;22/05/2019;23:22:00;5;;;;;;
24867;22/05/2019;23:28:00;5;;;;;;
33340;22/05/2019;23:54:00;5;;;;;;
24225;22/05/2019;23:57:00;5;;;;;;
32519;23/05/2019;00:13:00;5;;;;;;
33346;23/05/2019;00:29:00;5;;;;;;
32443;23/05/2019;13:19:00;5;;;;;;
33148;23/05/2019;14:04:00;5;;;;;;
33248;23/05/2019;14:20:00;5;;;;;;
33154;23/05/2019;14:37:00;5;;;;;;
33008;23/05/2019;14:37:00;5;;;;;;
32525;23/05/2019;14:39:00;5;;;;;;
33007;23/05/2019;14:42:00;5;;;;;;
32375;23/05/2019;14:55:00;5;;;;;;
32376;23/05/2019;14:58:00;5;;;;;;
32138;23/05/2019;14:59:00;5;;;;;;
32114;23/05/2019;15:03:00;5;;;;;;
32380;23/05/2019;15:09:00;5;;;;;;
32381;23/05/2019;15:11:00;5;;;;;;
33163;23/05/2019;15:16:00;5;;;;;;
33131;23/05/2019;15:18:00;5;;;;;;
33164;23/05/2019;15:19:00;5;;;;;;
32386;23/05/2019;15:19:00;5;;;;;;
33097;23/05/2019;15:20:00;5;;;;;;
33099;23/05/2019;15:24:00;5;;;;;;
33354;23/05/2019;15:31:00;5;;;;;;
32450;23/05/2019;15:31:00;5;;;;;;
32547;23/05/2019;15:31:00;5;;;;;;
32394;23/05/2019;15:36:00;5;;;;;;
32397;23/05/2019;15:43:00;5;;;;;;
33105;23/05/2019;15:44:00;5;;;;;;
33361;23/05/2019;15:48:00;5;;;;;;
33089;23/05/2019;15:52:00;5;;;;;;
32560;23/05/2019;15:52:00;5;;;;;;
33086;23/05/2019;15:53:00;5;;;;;;
33270;23/05/2019;15:54:00;5;;;;;;
32399;23/05/2019;15:54:00;5;;;;;;
33368;23/05/2019;16:00:00;5;;;;;;
32564;23/05/2019;16:00:00;5;;;;;;
33178;23/05/2019;16:01:00;5;;;;;;
32401;23/05/2019;16:02:00;5;;;;;;
32402;23/05/2019;16:04:00;5;;;;;;
33133;23/05/2019;16:07:00;5;;;;;;
32565;23/05/2019;16:08:00;5;;;;;;
33110;23/05/2019;16:11:00;5;;;;;;
32405;23/05/2019;16:13:00;5;;;;;;
33377;23/05/2019;16:13:00;5;;;;;;
32469;23/05/2019;16:13:00;5;;;;;;
33378;23/05/2019;16:14:00;5;;;;;;
32471;23/05/2019;16:17:00;5;;;;;;
32408;23/05/2019;16:18:00;5;;;;;;
33383;23/05/2019;16:29:00;5;;;;;;
33389;23/05/2019;17:06:00;5;;;;;;
32209;23/05/2019;17:08:00;5;;;;;;
32122;23/05/2019;17:15:00;5;;;;;;
33392;23/05/2019;17:21:00;5;;;;;;
33382;23/05/2019;17:27:00;5;;;;;;
33197;23/05/2019;17:37:00;5;;;;;;
33400;23/05/2019;20:26:00;5;;;;;;
32285;23/05/2019;20:33:00;5;;;;;;
32124;23/05/2019;20:36:00;5;;;;;;
33136;23/05/2019;21:25:00;5;;;;;;
33301;23/05/2019;21:30:00;5;;;;;;
32298;23/05/2019;21:56:00;5;;;;;;
33208;23/05/2019;22:03:00;5;;;;;;
32417;23/05/2019;22:04:00;5;;;;;;
32429;23/05/2019;22:09:00;5;;;;;;
33137;23/05/2019;22:10:00;5;;;;;;
33213;23/05/2019;22:14:00;5;;;;;;
33217;23/05/2019;22:33:00;5;;;;;;
32434;23/05/2019;22:37:00;5;;;;;;
32433;23/05/2019;22:37:00;5;;;;;;
32435;23/05/2019;22:48:00;5;;;;;;
33221;23/05/2019;22:49:00;5;;;;;;
33225;23/05/2019;23:00:00;5;;;;;;
33313;23/05/2019;23:02:00;5;;;;;;
33141;23/05/2019;23:06:00;5;;;;;;
32310;23/05/2019;23:07:00;5;;;;;;
32439;23/05/2019;23:09:00;5;;;;;;
33227;23/05/2019;23:14:00;5;;;;;;
33322;23/05/2019;23:26:00;5;;;;;;
33229;23/05/2019;23:28:00;5;;;;;;
31987;24/05/2019;00:09:00;5;;;;;;
31989;24/05/2019;00:33:00;5;;;;;;
31784;24/05/2019;00:45:00;5;;;;;;
31120;24/05/2019;14:38:00;5;;;;;;
31319;24/05/2019;14:39:00;5;;;;;;
31461;24/05/2019;15:02:00;5;;;;;;
31040;24/05/2019;15:03:00;5;;;;;;
30923;24/05/2019;15:10:00;5;;;;;;
31043;24/05/2019;15:13:00;5;;;;;;
31918;24/05/2019;15:14:00;5;;;;;;
31298;24/05/2019;15:17:00;5;;;;;;
31470;24/05/2019;15:20:00;5;;;;;;
31919;24/05/2019;15:21:00;5;;;;;;
32004;24/05/2019;15:23:00;5;;;;;;
31771;24/05/2019;15:24:00;5;;;;;;
31920;24/05/2019;15:26:00;5;;;;;;
31225;24/05/2019;15:30:00;5;;;;;;
31226;24/05/2019;15:31:00;5;;;;;;
31475;24/05/2019;15:33:00;5;;;;;;
31051;24/05/2019;15:34:00;5;;;;;;
31230;24/05/2019;15:35:00;5;;;;;;
31925;24/05/2019;15:38:00;5;;;;;;
31924;24/05/2019;15:38:00;5;;;;;;
32009;24/05/2019;15:44:00;5;;;;;;
31808;24/05/2019;15:51:00;5;;;;;;
31061;24/05/2019;15:52:00;5;;;;;;
31483;24/05/2019;15:53:00;5;;;;;;
31060;24/05/2019;15:57:00;5;;;;;;
31239;24/05/2019;15:59:00;5;;;;;;
31064;24/05/2019;16:00:00;5;;;;;;
31773;24/05/2019;16:02:00;5;;;;;;
31816;24/05/2019;16:05:00;5;;;;;;
31070;24/05/2019;16:13:00;5;;;;;;
32015;24/05/2019;16:13:00;5;;;;;;
31071;24/05/2019;16:16:00;5;;;;;;
31069;24/05/2019;16:17:00;5;;;;;;
32016;24/05/2019;16:18:00;5;;;;;;
31073;24/05/2019;16:19:00;5;;;;;;
32017;24/05/2019;16:24:00;5;;;;;;
32018;24/05/2019;16:25:00;5;;;;;;
31077;24/05/2019;16:27:00;5;;;;;;
31078;24/05/2019;16:29:00;5;;;;;;
31936;24/05/2019;16:40:00;5;;;;;;
31492;24/05/2019;16:45:00;5;;;;;;
32022;24/05/2019;16:47:00;5;;;;;;
31830;24/05/2019;16:50:00;5;;;;;;
31305;24/05/2019;16:53:00;5;;;;;;
31257;24/05/2019;16:54:00;5;;;;;;
31258;24/05/2019;16:56:00;5;;;;;;
31256;24/05/2019;16:59:00;5;;;;;;
32026;24/05/2019;17:08:00;5;;;;;;
31169;24/05/2019;17:08:00;5;;;;;;
31835;24/05/2019;17:10:00;5;;;;;;
31940;24/05/2019;17:19:00;5;;;;;;
32030;24/05/2019;17:57:00;5;;;;;;
31845;24/05/2019;18:06:00;5;;;;;;
31002;24/05/2019;18:07:00;5;;;;;;
30866;24/05/2019;18:08:00;5;;;;;;
30890;24/05/2019;18:09:00;5;;;;;;
30891;24/05/2019;18:10:00;5;;;;;;
31849;24/05/2019;18:27:00;5;;;;;;
31851;24/05/2019;18:50:00;5;;;;;;
31947;24/05/2019;19:23:00;5;;;;;;
31948;24/05/2019;20:37:00;5;;;;;;
31861;24/05/2019;20:46:00;5;;;;;;
31862;24/05/2019;20:52:00;5;;;;;;
31953;24/05/2019;21:23:00;5;;;;;;
31099;24/05/2019;21:32:00;5;;;;;;
31102;24/05/2019;21:55:00;5;;;;;;
31956;24/05/2019;21:57:00;5;;;;;;
31870;24/05/2019;22:11:00;5;;;;;;
31276;24/05/2019;22:12:00;5;;;;;;
31104;24/05/2019;22:15:00;5;;;;;;
32049;24/05/2019;22:18:00;5;;;;;;
31105;24/05/2019;22:19:00;5;;;;;;
31951;24/05/2019;22:24:00;5;;;;;;
31874;24/05/2019;22:25:00;5;;;;;;
31279;24/05/2019;22:25:00;5;;;;;;
31958;24/05/2019;22:29:00;5;;;;;;
31281;24/05/2019;22:48:00;5;;;;;;
31963;24/05/2019;22:50:00;5;;;;;;
31505;24/05/2019;22:52:00;5;;;;;;
31965;24/05/2019;22:56:00;5;;;;;;
31108;24/05/2019;22:56:00;5;;;;;;
31779;24/05/2019;22:57:00;5;;;;;;
31183;24/05/2019;23:05:00;5;;;;;;
31283;24/05/2019;23:06:00;5;;;;;;
31887;24/05/2019;23:12:00;5;;;;;;
31113;24/05/2019;23:28:00;5;;;;;;
56216;24/05/2019;23:29:00;5;;;;;;
31287;24/05/2019;23:46:00;5;;;;;;
56220;24/05/2019;23:46:00;5;;;;;;
31289;24/05/2019;23:50:00;5;;;;;;
31189;24/05/2019;23:52:00;5;;;;;;
31978;24/05/2019;23:52:00;5;;;;;;
31979;24/05/2019;23:53:00;5;;;;;;
55866;25/05/2019;00:06:00;5;;;;;;
56057;25/05/2019;00:14:00;5;;;;;;
56029;25/05/2019;00:14:00;5;;;;;;
55868;25/05/2019;00:16:00;5;;;;;;
55818;25/05/2019;00:24:00;5;;;;;;
55819;25/05/2019;00:40:00;5;;;;;;
56231;25/05/2019;00:47:00;5;;;;;;
55812;25/05/2019;14:16:00;5;;;;;;
55813;25/05/2019;14:18:00;5;;;;;;
55814;25/05/2019;14:21:00;5;;;;;;
56063;25/05/2019;14:33:00;5;;;;;;
55877;25/05/2019;14:52:00;5;;;;;;
55821;25/05/2019;15:01:00;5;;;;;;
56074;25/05/2019;15:08:00;5;;;;;;
56076;25/05/2019;15:12:00;5;;;;;;
56031;25/05/2019;15:14:00;5;;;;;;
55305;25/05/2019;15:16:00;5;;;;;;
55306;25/05/2019;15:17:00;5;;;;;;
56245;25/05/2019;15:18:00;5;;;;;;
56246;25/05/2019;15:20:00;5;;;;;;
55307;25/05/2019;15:20:00;5;;;;;;
56016;25/05/2019;15:23:00;5;;;;;;
55892;25/05/2019;15:24:00;5;;;;;;
56081;25/05/2019;15:28:00;5;;;;;;
55894;25/05/2019;15:28:00;5;;;;;;
56082;25/05/2019;15:30:00;5;;;;;;
56248;25/05/2019;15:32:00;5;;;;;;
56083;25/05/2019;15:33:00;5;;;;;;
55826;25/05/2019;15:40:00;5;;;;;;
55318;25/05/2019;15:40:00;5;;;;;;
55319;25/05/2019;15:43:00;5;;;;;;
55828;25/05/2019;15:44:00;5;;;;;;
56091;25/05/2019;15:49:00;5;;;;;;
56092;25/05/2019;15:51:00;5;;;;;;
55904;25/05/2019;15:55:00;5;;;;;;
56097;25/05/2019;16:03:00;5;;;;;;
55160;25/05/2019;16:05:00;5;;;;;;
56179;25/05/2019;16:06:00;5;;;;;;
55211;25/05/2019;16:07:00;5;;;;;;
55445;25/05/2019;16:10:00;5;;;;;;
55832;25/05/2019;16:10:00;5;;;;;;
55335;25/05/2019;16:12:00;5;;;;;;
56044;25/05/2019;16:24:00;5;;;;;;
55339;25/05/2019;16:25:00;5;;;;;;
55833;25/05/2019;16:26:00;5;;;;;;
56106;25/05/2019;16:27:00;5;;;;;;
55834;25/05/2019;16:28:00;5;;;;;;
55451;25/05/2019;16:29:00;5;;;;;;
55452;25/05/2019;16:30:00;5;;;;;;
55342;25/05/2019;16:31:00;5;;;;;;
55341;25/05/2019;16:31:00;5;;;;;;
56109;25/05/2019;16:32:00;5;;;;;;
55343;25/05/2019;16:33:00;5;;;;;;
56110;25/05/2019;16:34:00;5;;;;;;
55346;25/05/2019;16:34:00;5;;;;;;
55345;25/05/2019;16:34:00;5;;;;;;
55835;25/05/2019;16:35:00;5;;;;;;
55836;25/05/2019;16:38:00;5;;;;;;
55350;25/05/2019;16:47:00;5;;;;;;
56117;25/05/2019;16:48:00;5;;;;;;
55582;25/05/2019;16:48:00;5;;;;;;
55922;25/05/2019;16:53:00;5;;;;;;
55675;25/05/2019;16:53:00;5;;;;;;
56032;25/05/2019;16:55:00;5;;;;;;
55354;25/05/2019;16:55:00;5;;;;;;
55353;25/05/2019;16:55:00;5;;;;;;
55519;25/05/2019;16:58:00;5;;;;;;
56182;25/05/2019;16:59:00;5;;;;;;
56046;25/05/2019;17:01:00;5;;;;;;
55359;25/05/2019;17:05:00;5;;;;;;
55358;25/05/2019;17:05:00;5;;;;;;
56033;25/05/2019;17:06:00;5;;;;;;
55928;25/05/2019;17:06:00;5;;;;;;
55362;25/05/2019;17:14:00;5;;;;;;
55837;25/05/2019;17:14:00;5;;;;;;
56123;25/05/2019;17:18:00;5;;;;;;
56124;25/05/2019;17:21:00;5;;;;;;
55595;25/05/2019;17:22:00;5;;;;;;
56034;25/05/2019;17:24:00;5;;;;;;
56125;25/05/2019;17:26:00;5;;;;;;
56035;25/05/2019;17:28:00;5;;;;;;
56127;25/05/2019;17:31:00;5;;;;;;
56048;25/05/2019;17:33:00;5;;;;;;
56129;25/05/2019;17:47:00;5;;;;;;
55944;25/05/2019;17:49:00;5;;;;;;
56049;25/05/2019;17:54:00;5;;;;;;
56269;25/05/2019;17:56:00;5;;;;;;
55952;25/05/2019;18:20:00;5;;;;;;
56264;25/05/2019;18:41:00;5;;;;;;
55961;25/05/2019;19:06:00;5;;;;;;
55374;25/05/2019;19:25:00;5;;;;;;
55375;25/05/2019;19:25:00;5;;;;;;
55963;25/05/2019;19:32:00;5;;;;;;
55378;25/05/2019;19:37:00;5;;;;;;
56142;25/05/2019;19:38:00;5;;;;;;
56183;25/05/2019;19:59:00;5;;;;;;
55381;25/05/2019;20:01:00;5;;;;;;
56037;25/05/2019;20:05:00;5;;;;;;
56149;25/05/2019;20:19:00;5;;;;;;
55970;25/05/2019;20:53:00;5;;;;;;
55266;25/05/2019;21:28:00;5;;;;;;
55389;25/05/2019;21:41:00;5;;;;;;
55392;25/05/2019;21:58:00;5;;;;;;
55270;25/05/2019;22:16:00;5;;;;;;
55624;25/05/2019;22:21:00;5;;;;;;
55167;25/05/2019;22:22:00;5;;;;;;
55398;25/05/2019;22:26:00;5;;;;;;
55397;25/05/2019;22:26:00;5;;;;;;
55272;25/05/2019;22:29:00;5;;;;;;
56160;25/05/2019;22:31:00;5;;;;;;
56161;25/05/2019;22:33:00;5;;;;;;
55844;25/05/2019;22:35:00;5;;;;;;
56055;25/05/2019;22:42:00;5;;;;;;
56038;25/05/2019;22:46:00;5;;;;;;
56163;25/05/2019;22:47:00;5;;;;;;
56284;25/05/2019;22:48:00;5;;;;;;
56165;25/05/2019;22:50:00;5;;;;;;
55989;25/05/2019;22:54:00;5;;;;;;
56282;25/05/2019;23:04:00;5;;;;;;
55862;25/05/2019;23:19:00;5;;;;;;
55403;25/05/2019;23:24:00;5;;;;;;
55402;25/05/2019;23:24:00;5;;;;;;
55404;25/05/2019;23:27:00;5;;;;;;
55405;25/05/2019;23:28:00;5;;;;;;
55408;25/05/2019;23:36:00;5;;;;;;
17040;25/05/2019;23:39:00;5;;;;;;
56171;25/05/2019;23:41:00;5;;;;;;
55700;25/05/2019;23:42:00;5;;;;;;
56174;25/05/2019;23:55:00;5;;;;;;
56175;25/05/2019;23:56:00;5;;;;;;
16866;26/05/2019;00:05:00;5;;;;;;
16858;26/05/2019;00:16:00;5;;;;;;
16868;26/05/2019;00:16:00;5;;;;;;
16248;26/05/2019;00:23:00;5;;;;;;
17035;26/05/2019;00:25:00;5;;;;;;
17050;26/05/2019;00:30:00;5;;;;;;
15202;26/05/2019;00:34:00;5;;;;;;
16539;26/05/2019;01:02:00;5;;;;;;
16540;26/05/2019;01:10:00;5;;;;;;
16243;26/05/2019;01:16:00;5;;;;;;
16541;26/05/2019;14:45:00;5;;;;;;
16544;26/05/2019;15:06:00;5;;;;;;
16519;26/05/2019;15:09:00;5;;;;;;
16545;26/05/2019;15:10:00;5;;;;;;
16547;26/05/2019;15:19:00;5;;;;;;
17063;26/05/2019;15:26:00;5;;;;;;
16551;26/05/2019;15:30:00;5;;;;;;
15334;26/05/2019;15:32:00;5;;;;;;
15320;26/05/2019;15:34:00;5;;;;;;
17065;26/05/2019;15:41:00;5;;;;;;
15340;26/05/2019;15:42:00;5;;;;;;
16882;26/05/2019;15:43:00;5;;;;;;
15346;26/05/2019;15:52:00;5;;;;;;
16255;26/05/2019;15:53:00;5;;;;;;
17067;26/05/2019;15:54:00;5;;;;;;
16884;26/05/2019;15:56:00;5;;;;;;
15444;26/05/2019;16:00:00;5;;;;;;
15359;26/05/2019;16:30:00;5;;;;;;
15312;26/05/2019;16:30:00;5;;;;;;
15669;26/05/2019;16:40:00;5;;;;;;
15363;26/05/2019;16:44:00;5;;;;;;
16582;26/05/2019;16:50:00;5;;;;;;
15365;26/05/2019;16:52:00;5;;;;;;
16584;26/05/2019;16:55:00;5;;;;;;
16585;26/05/2019;16:57:00;5;;;;;;
16259;26/05/2019;16:58:00;5;;;;;;
15369;26/05/2019;17:05:00;5;;;;;;
16040;26/05/2019;17:06:00;5;;;;;;
16906;26/05/2019;17:06:00;5;;;;;;
15373;26/05/2019;17:19:00;5;;;;;;
16916;26/05/2019;17:33:00;5;;;;;;
17082;26/05/2019;17:34:00;5;;;;;;
16522;26/05/2019;17:38:00;5;;;;;;
16596;26/05/2019;17:40:00;5;;;;;;
16523;26/05/2019;17:44:00;5;;;;;;
15378;26/05/2019;17:44:00;5;;;;;;
16600;26/05/2019;17:53:00;5;;;;;;
15381;26/05/2019;17:57:00;5;;;;;;
15684;26/05/2019;17:59:00;5;;;;;;
16524;26/05/2019;18:17:00;5;;;;;;
16608;26/05/2019;18:19:00;5;;;;;;
17086;26/05/2019;18:24:00;5;;;;;;
16923;26/05/2019;18:37:00;5;;;;;;
16527;26/05/2019;18:53:00;5;;;;;;
15270;26/05/2019;18:54:00;5;;;;;;
16060;26/05/2019;18:54:00;5;;;;;;
16927;26/05/2019;18:58:00;5;;;;;;
